Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cell line]	Term Source REF	Term Accession Number	Characteristics[morphology]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[plate identifier]	Term Source REF	Term Accession Number	Parameter Value[well coordinate]	Term Source REF	Term Accession Number	Parameter Value[actual dose]	Unit	Term Source REF	Term Accession Number	Sample Name	Factor Value[compound]	Term Source REF	Term Accession Number	Factor Value[discretized dose]	Term Source REF	Term Accession Number	Factor Value[dose]	Unit	Term Source REF	Term Accession Number	Factor Value[timepoint]	Unit	Term Source REF	Term Accession Number
<184B5>-<GF4>-plate4-F08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			F08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-F08	HGF - Hepatocyte Growth Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-F09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			F09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-F09	HGF - Hepatocyte Growth Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-F10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			F10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-F10	HGF - Hepatocyte Growth Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-F11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			F11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-F11	HGF - Hepatocyte Growth Factor			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-F12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			F12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-F12	HGF - Hepatocyte Growth Factor			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-G01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			G01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-G01	FGF1 - Fibroblast Growth Factor (acidic)			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-G02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			G02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-G02	FGF1 - Fibroblast Growth Factor (acidic)			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-G03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			G03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-G03	FGF1 - Fibroblast Growth Factor (acidic)			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-G04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			G04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-G04	FGF1 - Fibroblast Growth Factor (acidic)			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-G05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			G05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-G05	FGF1 - Fibroblast Growth Factor (acidic)			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-G06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			G06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-G06	FGF1 - Fibroblast Growth Factor (acidic)			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-G07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			G07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-G07	PDGFBB - Platelet Derived Growth Factor BB			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-G08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			G08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-G08	PDGFBB - Platelet Derived Growth Factor BB			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-G09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			G09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-G09	PDGFBB - Platelet Derived Growth Factor BB			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-G10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			G10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-G10	PDGFBB - Platelet Derived Growth Factor BB			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-G11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			G11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-G11	PDGFBB - Platelet Derived Growth Factor BB			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-G12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			G12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-G12	PDGFBB - Platelet Derived Growth Factor BB			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-H01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			H01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-H01	bFGF (FGF2) - Fibroblast Growth Factor (basic)			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-H02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			H02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-H02	bFGF (FGF2) - Fibroblast Growth Factor (basic)			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-H03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			H03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-H03	bFGF (FGF2) - Fibroblast Growth Factor (basic)			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-H04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			H04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-H04	bFGF (FGF2) - Fibroblast Growth Factor (basic)			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-H05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			H05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-H05	bFGF (FGF2) - Fibroblast Growth Factor (basic)			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-H06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			H06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-H06	bFGF (FGF2) - Fibroblast Growth Factor (basic)			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-H07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			H07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-H07	EFNA1 - Ephrin A1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-H08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			H08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-H08	EFNA1 - Ephrin A1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-H09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			H09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-H09	EFNA1 - Ephrin A1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-H10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			H10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-H10	EFNA1 - Ephrin A1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-H11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			H11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-H11	EFNA1 - Ephrin A1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<GF4>-plate4-H12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<GF4>-plate4			H12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<GF4>-plate4-H12	EFNA1 - Ephrin A1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
#comment line to indicate start of a new plate																																			
<184B5>-<CK1>-plate5-A01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			A01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-A01	LPS - Lipopolysaccharide			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-A02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			A02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-A02	LPS - Lipopolysaccharide			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-A03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			A03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-A03	LPS - Lipopolysaccharide			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-A04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			A04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-A04	LPS - Lipopolysaccharide			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-A05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			A05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-A05	LPS - Lipopolysaccharide			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-A06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			A06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-A06	LPS - Lipopolysaccharide			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-A07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			A07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-A07	LPS - Lipopolysaccharide			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-A08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			A08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-A08	LPS - Lipopolysaccharide			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-A09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			A09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-A09	LPS - Lipopolysaccharide			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-A10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			A10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-A10	LPS - Lipopolysaccharide			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-A11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			A11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-A11	LPS - Lipopolysaccharide			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-A12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			A12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-A12	LPS - Lipopolysaccharide			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-B01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			B01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-B01	IL-1 - Interleukin 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-B02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			B02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-B02	IL-1 - Interleukin 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-B03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			B03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-B03	IL-1 - Interleukin 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-B04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			B04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-B04	IL-1 - Interleukin 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-B05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			B05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-B05	IL-1 - Interleukin 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-B06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			B06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-B06	IL-1 - Interleukin 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-B07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			B07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-B07	IL-1 - Interleukin 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-B08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			B08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-B08	IL-1 - Interleukin 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-B09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			B09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-B09	IL-1 - Interleukin 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-B10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			B10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-B10	IL-1 - Interleukin 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-B11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			B11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-B11	IL-1 - Interleukin 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-B12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			B12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-B12	IL-1 - Interleukin 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-C01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			C01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-C01	IL-6 - Interleukin 6			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-C02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			C02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-C02	IL-6 - Interleukin 6			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-C03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			C03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-C03	IL-6 - Interleukin 6			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-C04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			C04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-C04	IL-6 - Interleukin 6			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-C05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			C05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-C05	IL-6 - Interleukin 6			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-C06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			C06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-C06	IL-6 - Interleukin 6			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-C07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			C07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-C07	IL-6 - Interleukin 6			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-C08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			C08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-C08	IL-6 - Interleukin 6			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-C09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			C09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-C09	IL-6 - Interleukin 6			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-C10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			C10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-C10	IL-6 - Interleukin 6			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-C11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			C11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-C11	IL-6 - Interleukin 6			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-C12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			C12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-C12	IL-6 - Interleukin 6			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
